x	44_NDMM_CTC	25_SMM_CTC	3_SMM_CTC	23_SMM_CTC	32_MGUS_CTC	8_SMM_CTC	34_SMM_CTC	33_SMM_CTC	10_SMM_CTC	12_SMM_CTC	17_SMM_CTC	9_SMM_CTC	29_NDMM_CTC	36_NDMM_CTC	6_SMM_CTC	20.1_SMM_CTC	11_SMM_CTC	14_SMM_CTC	28_SMM_CTC	40_SMM_CTC	42_MGUS_CTC	1_SMM_CTC	41_SMM_CTC	7_SMM_CTC	30_SMM_CTC	2_SMM_CTC	16_SMM_CTC	15_SMM_CTC	13_SMM_CTC	39_SMM_CTC	22_SMM_CTC	24_NDMM_CTC	43_MGUS_CTC	26_SMM_CTC	5_SMM_CTC	19_SMM_CTC	37_MGUS_CTC	4_SMM_CTC
41_SMM_CTC	0.4302566591175066	0.4966306141420762	0.3493873962270535	0.2811301691369022	0.3821633141671978	0.7082833552965089	0.6427151849392596	0.4613965222054382	0.6531487427890862	0.3127073839858307	0.5711777444777287	0.4728877054880901	0.4530803174411986	0.6937537251918964	0.2599152297391508	0.2930813629325157	0.5203630235252369	0.39820449898472043	0.5846033050603215	0.7061106201683638	0.5809592272934511	0.01237996701627541	1.0	0.04048824670481402	0.31166819292013187	0.22294776133385424	0.45878648259088234	-0.0953091533107128	0.42112500310076056	0.21485419050914956	-0.05743989690230564	0.6004652711167291	0.30365448188951183	0.44505967441995864	0.19417100509620927	0.4193922810104235	0.2755021291557148	0.19816461158397036
7_SMM_CTC	0.1823084616507107	0.10529296222216566	0.4307408937756366	0.2809457314472593	0.25527953615686094	0.07934130720486482	0.14733704177751694	0.33685808882483437	0.26014324096028135	0.5100728149987399	0.18210740325618383	0.30326924252110216	0.2675299326435513	-0.17474546512456074	0.4229483336134821	0.5350550181408896	0.32717696398385215	0.24433640359398176	0.26046540705934335	0.1368281771552919	0.25785490637570274	0.423014558850768	0.04048824670481402	1.0	0.16897262240049973	0.2881752627505691	0.3741978051454724	0.5320228756105425	0.3763699619199908	0.23643908817464462	0.5652825277123198	0.19606543799547038	0.45896466738873704	0.29457130618919614	0.3528302547004273	0.29453198666978164	0.1848117957725969	0.2812390270171732
30_SMM_CTC	0.23387768071949552	0.2873700999653458	0.2657276331560884	0.24058483057202823	0.2865084213277666	0.2331397388280416	0.2465311804856275	0.2195054224931928	0.4366140962140066	0.34015786153434197	0.22970581493506181	0.20626498961708487	0.42446805794878495	0.24365733223656777	0.27820584613960714	0.23566627720472172	0.24792156786494735	0.23339625126075902	0.2934201031763509	0.3223712267528717	0.2241667125762957	0.2254033369468694	0.31166819292013187	0.16897262240049973	0.9999999999999999	0.060763433962252984	0.3425147225046061	0.10147127966797614	0.18267426348358543	0.2592785528825998	0.08424911351747646	0.3300721613264844	0.21369563769204908	0.20129997309519798	0.09500334843392294	0.2229228817240704	0.16240793417816907	0.10122652703443254
2_SMM_CTC	0.26015351634956424	0.15448331391597236	0.3044404301152627	0.30457934943765397	0.17923655617976236	0.26840550091578164	0.41100597662212457	0.35312259013873726	0.29593046163711023	0.25604990452943016	0.26454123125650525	0.42631279093806673	0.2182802971757607	0.08582733945078101	0.2305508307596325	0.3056758342046412	0.2990125850289444	0.24402253012626157	0.1823785807648343	0.21857005448522387	0.37700490098000145	0.18748035119406134	0.22294776133385424	0.2881752627505691	0.060763433962252984	1.0	0.3756586367088002	0.33702580353777334	0.3908932777937615	0.1530370154078644	0.3608865026610656	0.27641925032092723	0.332799253178709	0.2649785452178397	0.4541834829316048	0.2641163544095825	0.18653866183771206	0.2507694119662573
16_SMM_CTC	0.38852328564893435	0.3253900459865642	0.479538704719512	0.3804166719554594	0.4809563418091052	0.4551261612172591	0.4302461837995124	0.4054197464824231	0.5751141628054363	0.469651326543489	0.4994233504053821	0.49031326166751177	0.5077570841202245	0.28291247440597606	0.44275349286190246	0.4812143089658367	0.5038433681954693	0.43937703597948985	0.4106348698912615	0.47006729453639806	0.5154788278163369	0.28433507280716974	0.45878648259088234	0.3741978051454724	0.3425147225046061	0.3756586367088002	0.9999999999999998	0.31394674248028087	0.42411040173592646	0.36457058877745274	0.3217426052542975	0.46355772949359775	0.44398231469063903	0.3917968040247829	0.33208292499345454	0.38276875971799	0.27426323547732406	0.2749003813033897
15_SMM_CTC	0.15924050953929353	0.03226980646125682	0.3814356550993231	0.25524599134217346	0.14380880407406235	0.003482505287262348	0.051867213493618516	0.21844190574059594	0.1377182423020292	0.35746502019461807	0.12059007954913303	0.21490383482379777	0.17382089673737763	-0.24125037047057457	0.296227443766086	0.450634910747419	0.2022063001426504	0.1817325129308361	0.1057422235186494	-0.005185054462761465	0.17249809306503064	0.37806972744226325	-0.0953091533107128	0.5320228756105425	0.10147127966797614	0.33702580353777334	0.31394674248028087	1.0	0.3366152192528028	0.1655413385288645	0.5158117204092504	0.11240566479257386	0.3339025456276082	0.1952140710593182	0.3544765699760529	0.2042610912091313	0.12265070982575395	0.25260345772414927
13_SMM_CTC	0.3563121062326257	0.32258266421159465	0.5543657674589362	0.34978837927752193	0.30791022284903485	0.39097890633469556	0.477054985594053	0.5237031804490422	0.4326829155552091	0.448302811863384	0.39530843917519576	0.4655978616042561	0.33213580282175803	0.24225266426396516	0.35482613939742313	0.5008725421873359	0.4561693929004598	0.31006477585339104	0.48988115506397295	0.4344047019550756	0.4749698220208852	0.23340272681921237	0.42112500310076056	0.3763699619199908	0.18267426348358543	0.3908932777937615	0.42411040173592646	0.3366152192528028	0.9999999999999998	0.18552376525593495	0.28082312473921534	0.3787900662248358	0.39268693871898225	0.4467582645809878	0.40617625852157857	0.43631076298046795	0.24622510633552516	0.325685025820454
39_SMM_CTC	0.1660975274089915	0.1666311617143341	0.27878178571563045	0.17923574742157647	0.49508978842214757	0.23808758966020277	0.22245511577764404	0.2436270389036012	0.30516367566201763	0.3036498726640101	0.2043275250819373	0.2567813634249212	0.3747477968591315	0.09174764661968023	0.2699302139971172	0.30781022325811097	0.29132044183233186	0.26768130363912923	0.2755568582613554	0.27042912745398956	0.21332796103473328	0.19986624922219454	0.21485419050914956	0.23643908817464462	0.2592785528825998	0.1530370154078644	0.36457058877745274	0.1655413385288645	0.18552376525593495	0.9999999999999999	0.2346879186022714	0.24130577602867986	0.24134310797043432	0.19469071580855501	0.1273796397526729	0.19574046105193205	0.15880779690334623	0.21260957939790165
22_SMM_CTC	0.16861203934476393	0.04416789998912008	0.329936837959835	0.258860640609748	0.21573324954906076	0.05266085358739418	0.11489880596687829	0.2500476722554239	0.2056962876450401	0.3747779708006336	0.12706182238044836	0.31440728346790914	0.21275289183332258	-0.2188170817031636	0.3632540108276862	0.42015812322013246	0.2579342209986828	0.19871575570062627	0.15307168662407034	0.037659854363448715	0.18481110961499123	0.3382834393695508	-0.05743989690230564	0.5652825277123198	0.08424911351747646	0.3608865026610656	0.3217426052542975	0.5158117204092504	0.28082312473921534	0.2346879186022714	1.0	0.17095961001062052	0.3924129827145711	0.22718582775809912	0.3471838386210476	0.19690668030647362	0.17302999818731352	0.21390844425429353
24_NDMM_CTC	0.4591420583291785	0.44659243062390197	0.34864388383364775	0.3174965351756816	0.3362709836410495	0.5824552574439295	0.5418629610051976	0.42074538991356575	0.629805882682193	0.36534487612824806	0.48260262301364765	0.49125696582840495	0.45022483268270147	0.48859729516333666	0.3048478585698563	0.3086876945513361	0.5222360274156739	0.4041278707873535	0.4400598916800078	0.5810574209372926	0.4746883458374179	0.15458295243359532	0.6004652711167291	0.19606543799547038	0.3300721613264844	0.27641925032092723	0.46355772949359775	0.11240566479257386	0.3787900662248358	0.24130577602867986	0.17095961001062052	1.0	0.3251805213493456	0.4308679891217899	0.27421646586890996	0.39255747232858684	0.2926965168987481	0.22845806932663187
43_MGUS_CTC	0.3821500191634122	0.31072986136562764	0.3961524070161284	0.39446217627760916	0.3643638440425186	0.3296198377176296	0.46758339457206194	0.4504268435826063	0.39712615471554913	0.469870949316513	0.3976845504757013	0.498937283441984	0.35697971696907765	0.08657921352024373	0.4900159167661692	0.47426861402524423	0.38288966494891746	0.34301274583614816	0.36429555484878684	0.32000862004134045	0.5337915125595634	0.33524052855941966	0.30365448188951183	0.45896466738873704	0.21369563769204908	0.332799253178709	0.44398231469063903	0.3339025456276082	0.39268693871898225	0.24134310797043432	0.3924129827145711	0.3251805213493456	0.9999999999999998	0.35920695450041906	0.34027361170608017	0.35385810043180266	0.2573578822721621	0.22610566665684176
