x	44_NDMM_BM	25_SMM_BM	3_SMM_BM	23_SMM_BM	32_MGUS_BM	8_SMM_BM	34_SMM_BM	33_SMM_BM	10_SMM_BM	12_SMM_BM	17_SMM_BM	9_SMM_BM	29_NDMM_BM	36_NDMM_BM	6_SMM_BM	20.1_SMM_BM	11_SMM_BM	14_SMM_BM	28_SMM_BM	40_SMM_BM	42_MGUS_BM	1_SMM_BM	41_SMM_BM	7_SMM_BM	30_SMM_BM	2_SMM_BM	16_SMM_BM	15_SMM_BM	13_SMM_BM	39_SMM_BM	22_SMM_BM	24_NDMM_BM	43_MGUS_BM	26_SMM_BM	5_SMM_BM	19_SMM_BM	37_MGUS_BM	4_SMM_BM
44_NDMM_CTC	0.878672193813894	0.5029415682329589	-0.11494702100992064	0.12270388956520478	0.13266135936571857	0.2619282764794351	0.10800638340140364	0.1401204450455906	0.11284376282715289	0.11951409068296744	0.506769371914328	0.19506130299719604	-0.015687366757575573	0.08807255086396998	0.4632263561356985	-0.05093181979005028	-0.02697976697129957	0.14511157176977674	-0.0355971195540795	-0.010393251133167762	0.15791647617006696	0.4310750878390762	-0.2571009664799065	0.23990001372225883	0.01554475407289439	0.05637229240869559	0.06684492045031129	0.3086112626393092	-0.012479111749198768	-0.08314103818367012	0.3084082913136831	0.04398419964395932	0.2177865985754901	0.17108919119577176	0.06959737660822207	0.11166080550932835	0.2848888796935261	0.0218900270206602
25_SMM_CTC	0.3648534191597222	0.8875475171550674	-0.08159975149391654	0.09565140444290211	0.10811289032791699	0.13803047799432283	0.06675000164968876	0.1310929751797012	0.057737832073087185	0.12384509673072878	0.3182032251138776	0.1106462909519856	0.0687942876258118	0.07739385475994909	0.32926836022452716	-0.016019082685371076	0.011366500327736733	0.08799188570902164	0.02135476601413599	0.010480532568794112	0.11837094169221099	0.32240643434629274	-0.15823142762433587	0.19569641998720713	0.05275992175200216	-0.04350927129013893	-0.010539628014462647	0.1986431040012258	-0.018044133544628933	-0.04911571053655589	0.20789137472932182	0.048817290800677225	0.15303567270310278	0.12555094941342154	-0.01817570380324054	0.09343421203667539	0.19941671963072108	0.03538498736018463
3_SMM_CTC	0.15394099116995572	0.20994112661106246	0.583154387845298	0.1540308731048216	0.15915677875728038	-0.01972700296904594	0.016495816766141588	0.31939325422909803	0.1864647253444365	0.44183515291985276	0.10389474774686347	0.09009747021894951	0.12577095992422146	0.16724951808358302	0.29862443135002203	0.3143475479097329	0.15708056002781778	0.2833145237926037	0.26185302628410556	0.1757144115415579	0.015595560121608988	0.28660272978173307	-0.23537387841764637	0.40021603260398486	0.1346594278680895	0.0549781639478556	0.11893161723563628	0.4206384000493374	0.12381893961357072	-0.03188348555208306	0.333686435560893	-0.007209666307436201	0.15982204724797563	0.2004389650333444	-0.0012950538387046682	0.1939816588185598	0.008897777966029263	0.34565906902920207
23_SMM_CTC	0.1305853553211509	0.15033077324958166	0.01335683407670607	0.9186307858402822	0.13929295205842732	0.01766580235930492	0.0333090815222286	0.19649546975958784	0.07206876394496003	0.23396832142823168	0.10392504041718874	0.05435743387796198	0.07133344979233637	0.1232041580539339	0.19510984186871919	0.06711623140672808	0.12682349773457127	0.10333348119963288	0.017880227590784867	0.04639648426471564	0.028841771451803767	0.16909196052434972	-0.1475587498910142	0.21655016595303825	0.14212032450012282	0.146933858896247	0.11528381846533844	0.25877413091821444	0.04687163868499314	-0.02578504138613271	0.24505806161983124	0.08003256456772896	0.17216889691399032	0.09643611508828291	0.06372639944261416	0.1501761753273282	0.03201346963853871	0.07367837087595293
32_MGUS_CTC	0.14576845365104485	0.18476759444962676	-0.060093226334018084	0.038888824558455985	0.5341682842764905	0.02164142391985191	-0.0700285435003449	0.08669657754859882	0.17597509782332646	0.23902127238063337	0.0890825762593336	0.06474513234790197	0.033163653964684084	0.19263338459173435	0.19929561038376625	0.17323686176065248	-0.017469923960820283	0.1874153999791417	0.12411566396743107	0.05922649623346501	0.07801785435594626	0.07335903319736373	-0.23172626725623774	0.26115338370929597	0.0019959729529096613	-0.1145842222184722	0.0835081553131985	0.16072438589839727	-0.070971841532846	0.11006432655945256	0.27925634406644173	-0.015959345983990472	0.12090507352737892	0.08454543391894903	-0.08272824699306618	0.009714735518057788	0.014221976042147987	0.0476435895363882
8_SMM_CTC	0.3998013707130005	0.20208823294167705	0.07251392487562563	0.05382527897863958	0.17969231304797736	0.9456462760868891	0.23220461751755278	0.04412603820648064	0.22900677615313575	0.01234720778644948	0.4608103799362787	0.291724773236591	0.026467695214621383	0.18178995856207916	0.16534930954958196	0.02816132530527846	0.14488003879391664	0.1633931685308163	0.04432294477943374	0.16879819586039863	0.23337063158465424	0.16479071837700698	0.270443857277389	0.07954046119905997	-0.029095302105429224	0.24274737896547144	0.2393410462044799	0.11274708507290757	0.16737166820896324	0.013910278083589201	0.11545267359887129	0.25642119463375806	0.1452951963192577	0.1968162745625103	0.3397270131216309	0.16295896299118673	0.3172574308518714	0.12855615738500004
34_SMM_CTC	0.1684071927513548	0.09352487516247945	0.0948902997011762	0.11659508108346238	0.11327778495508833	0.2266351571001371	0.8799984455713068	0.3516002995266784	0.07673732802357616	0.0442102076650865	0.15588289639016256	0.40095364541646283	0.08847718752542669	0.10028136780569402	0.05378164942641259	0.09017189390715005	0.1554460305376562	0.18010029053517995	0.09943196151258209	0.16581524818517682	0.43800780181259963	0.002093981105999977	0.18729943190444484	0.11077540358178262	-0.005964420139019365	0.44380471882902833	0.1807015267636605	0.15297104665155298	0.32095531202675043	-0.03887624548279196	0.16207495985262071	0.1429949414517108	0.3616754775505981	0.250371381827517	0.34741072183131755	0.28787640111096313	0.10439441179238465	0.19628452253979994
33_SMM_CTC	0.18982247356254608	0.2039230147108437	0.18801569619150216	0.24040871485651436	0.18918152819307732	0.023884503556892676	0.3172889773255279	0.9254423997902546	0.15381666986399162	0.330097684702772	0.11992970427330521	0.26609918986264824	0.05883231863894351	0.1663225056867447	0.2381226766329721	0.23560988237638916	0.14527523896021657	0.2730677552327982	0.1958595111543448	0.1854316849358896	0.19806572694293129	0.18188302691573874	-0.07776080146183556	0.3956235839579942	0.10287993879121568	0.23344016092418696	0.10859847073889126	0.3368999600460242	0.2918342826809517	-0.01676222574468407	0.3868466613737728	0.0835870197108883	0.3025423855934927	0.3512464575223335	0.17982096435117048	0.35157457086089716	0.08876901447233729	0.24837414237865257
10_SMM_CTC	0.17992769219841076	0.2165862951418257	0.00045101798656878626	0.09537700003953968	0.25549642739587486	0.11698569318839683	0.01928326665914855	0.14106558645829217	0.7531582438272617	0.23038823421757212	0.18842147035071982	0.16788602101811648	0.16549543307416748	0.35748612942696123	0.24764504755645916	0.1262766480526264	0.09913476312612428	0.1984199920691302	0.08181735461077784	0.14281295664632088	0.04169450009734785	0.2015448886102967	-0.02212548152915416	0.34982854734774127	0.3953449780434127	0.02259806487088986	0.24795354102841463	0.24888220458857607	-0.0026202123266984532	0.07342553202900774	0.33011442051842205	0.26690365620448203	0.12518098217916787	0.2086883299945236	-0.016946191251037523	0.11070244744436693	0.09755399497150405	0.05015083882219723
12_SMM_CTC	0.2250670247855585	0.30475419825610117	0.12346169633220315	0.2724238332542606	0.25739940958767515	-0.05254972032080205	0.01731645726143676	0.36598025556121955	0.25551284672725216	0.8693251364593126	0.1883128814826275	0.08026446144326295	0.17575749833502727	0.30711725033284554	0.40550197427630674	0.39477770780415633	0.21039044411177857	0.3688637607976804	0.2466397560444389	0.3281512105076563	0.013121917715149962	0.3481767557606819	-0.3145071712965798	0.5806449440550602	0.22929226829991226	-0.030997323203116794	0.1178558791445621	0.46812936367098695	0.06463841728391612	-0.025980724155645653	0.4850179267724572	0.10120117932679963	0.2556685582438627	0.2661749452048932	-0.06816618343355402	0.18103384590071006	0.064570505913426	0.3067392202777856
